,Counter,Date,User,Comment
3630,3631,"July 29, 2007 12:00PM","
backy ","exactly . 's much risk chrysler many people lease car short time , average time ownership car year ( article warranty quoted someone chrysler saying 3 year ) . really stand something unique industry , therefore smart step chrysler , desparate attract buyer way . hope curious people drive chrysler dodge like car enough buy lease it.one little problem see warranty program : hyundai eight year ago , big problem lack confidence quality vehicle . long warranty help alleviate concern . n't think chrysler 's big problem vehicle reliability , least powertrain reliability . think 's need competitive car design , especially mid-sized car ( small car ) . long warranty n't help solve problem , maybe help stay game better improve car ."
3631,3632,"July 29, 2007 2:10PM","
jeffyscott ","well oddball like buy car new keep forever . first two new car 12 year 3rd 10 counting . plan keep latest one long.most people family way expect kid , u would factor . otoh , mfr 's perspective , attract buyer every 12 year ( like ) sell 1/4 many car would number people trade every 3 year . : surprise : would liked warranty like windstar cover gasket sieve ( 3.8l engine ) . actually , think , seal gasket led demise 's predecessor ... plymouth minivan.i think would caused give additional consideration chyrsler product , pretty sure even would chosen chrysler ."
3632,3633,"July 29, 2007 2:15PM","
backy ","tend keep new car family long time , n't put many mile year . long warranty hyundai . . appeal . however , warranty good n't like car . warranty tie-breaker , car cross bar every respect . chrysler dodge n't . suppose came , say , kia kia , kia . mercury , price . kia kia , kia . 's longer warranty would plus ."
3633,3634,"July 29, 2007 3:27PM","
elroy5 ","someone already considering chrysler product , could cinch deal . warranty help chrysler retain/maintain current number customer , far attracting more/new customer , doubt effective ."
3634,3635,"July 29, 2007 3:41PM","
jd10013 ","ford 's first profitable ' quarter long long timeeven ford said would profitable quarter year , n't expect sustained profitablilty 2009"
3635,3636,"July 29, 2007 4:38PM","
akirby ",sure help cash flow situation .
3636,3637,"July 29, 2007 4:47PM","
baggs32 ",shocked lot called financial `` expert `` . : shade : article appeared detroit news morning 26th . waited publish guess .
3637,3638,"July 29, 2007 5:39PM","
csandste ","huge mt fan , .... let kia hater begin tirade ... buick buick 2chevy chevrolet chevrolet 3chrysler chrysler 2dodge dodge 2.5ford ford 3honda honda 3.5hyundai hyundai 3kia kia kia , kia . 3.5mazda 6 2.5mercury mercury 3mitsubishi mitsubishi 2.5nissan nissan 3pontiac pontiac pontiac 2.5saturn 3suburu subaru 3toyota toyota toyota 3.5volkswagen volkswagen 3.5"
3638,3639,"July 29, 2007 5:51PM","
captain2 ","bet honda toyota came similar warranty would praised evidence superior qualityhogwash , imo - find toyota honda offering ridiculous warranty evidence declining market share ( even worse ) declining reputation . camcords warranty precisely needed sell - car group n't get second look without - would foolish ( bad business ) toyota/honda ( nissan ) thing three car sell fine magically blow away lesser competition long term reliability study anyway . short , extended warranty likely evidence suspect quality ( reputation ) superior.the camcords , specifically , set standard class 25 year , evidence point changed competition seems , much shorter term , getting bit better . 's time - like manufacturer n't plenty time see 's done ... warranty offered several marketing type reason , 'superior quality ' . 'superior quality ' something expected model particular mfgrs . , something warranty length ever going imply/evidence/guarantee ( whatever ) , 10 year 10 minute ! statement trying tell chrysler , case , must best built car available , assume model covered chrysler warranty ? gim break !"
3639,3640,"July 29, 2007 6:11PM","
captain2 ","'ll know 4 year clean sheet new product arrive . oh yeah , promise coming dearborn . ford five hundred touted class competitive defining 'clean sheet ' new product , neither . result - promise getting , , , old ."
3640,3641,"July 29, 2007 6:34PM","
lilengineerboy ","'ll know 4 year clean sheet new product arrive . believe captain meant say : oh yeah , promise coming dearborn . ford five hundred touted class competitive defining 'clean sheet ' new productsinsert personal opinion herei think slight mix class competitive class leading . course , n't think powered weak kneed lounge chair class leading either , seemed drive purchase decision ."
3641,3642,"July 29, 2007 8:44PM","
akirby ","statement trying tell chrysler , case , must best built car available , assume model covered chrysler warranty ? gim break ! please re-read posted . guess stopped first sentence.i bet honda toyota came similar warranty would praised evidence superior quality . neither position accurate warranty length nothing quality - 's insurance policy defined cost built product . higher quality mean le warranty cost put 10 yr warranty anything enough profit pay repairs.my point camcord lover double standard thing like 's almost laughable ."
3642,3643,"July 29, 2007 8:49PM","
akirby ","oh yeah , promise coming dearborn . ford five hundred touted class competitive defining 'clean sheet ' new product , neither . result - promise getting , , , old.the ford five hundred competitive - class leading certainly competitive . new ford might class leading.there 2 thing different ford - field mullaly - making fundamental change ford design build car ( finally ) previous ceo either n't know n't gut . 09 model due next year first real sign product design turnaround field . 2 3 year fully realize global platform strategy mullaly mandating ."
3643,3644,"July 30, 2007 4:24AM","
kdshapiro ","'' five hundred competitive `` agree 100 % . 500 week , lot room . amenity ok. acceleration adequate , handline annoying sucked gas like tomorrow . would buy honda ? n't know , car defintely fit value proposition , pay le , get le ."
3644,3645,"July 30, 2007 4:25AM","
benderofbows ","'' let kia hater begin tirade ... `` actually like new kia kia , kia . . seen read , big step manufacturer ."
3645,3646,"July 30, 2007 4:46AM","
targettuning ","fail see package extended warranty e.g : hyundai 's 10 yr/100k mile powertrain coupled 5 yr/60k mile bumper bumper + additional perk `` ridiculous `` . found experience hyundai n't `` need `` type warranty longer sell car . fact keep looking drop/diminish . however , please n't make mistake believing honda ( sure experience ) , toyota n't need reassurance long warranty . experience ( good one ) 2006 honda keep looking shoulder 3 yrs/36k mile warranty rapidly closing u . like miss luxury long warranty ... used ."
3646,3647,"July 30, 2007 5:13AM","
captain2 ",", said meant start particular post imo - 500 regurgitated volvo , ford , course regurgitated 6 hampered old drivetrains simply n't measure yardstick choose use - power fe mind . even new edge , portrayed recently magazine something could 'saved ford ' tested poorly ( cr ) relative competition despite getting new 'clean sheet ' 3.5 apparently n't really 'clean sheet ' . yes , class leading competitive certainly different term , , would refreshing see detriot mfgr . make something truck would cause real big 3 class notice.the toyota toyota , btw , guess dis , anything 'weak kneed ' 'touring ' trim , outright every comparo ever part ( tmk ) , lowest coo class , best power ( except v8s , course ) , best fe , highest rated cr ever tested ( tied acura ) . willing tradeoff smooth quiet ride anything 'soft ' 's thing , friend , exactly 'class leading ' !"
3647,3648,"July 30, 2007 5:19AM","
jd10013 ","point camcord lover double standard thing like 's almost laughable . yes , would.cough andres3 cough , cough : p"
3648,3649,"July 30, 2007 5:41AM","
captain2 ","found experience hyundai n't `` need `` type warranty longer sell cars.glad 've apparently good luck hyundai , would korean mfgrs . 'need ' warranty , imo , much producing payment past sin . car sort real problem first 100k , warranty 'ridiculous ' ( maybe bad choice word ) well designed built car n't ever darken dealer 's doorstep well mileage gone . fact , would bet 7 year ( n't drive much , tougher number ( hyundai 's perspective ) 100k . tell hyundai trouble free several year maybe 250k mile , 's indicative something really good car day ."
3649,3650,"July 30, 2007 6:08AM","
imidazol97 ","> hogwash , imo - find toyota honda offering ridiculous warranty evidence declining market share ( even worse ) declining reputation.how transmission `` extension warranty `` 100k mile honda . recall put oiling tube `` forgot `` engineering ? current transmission/powertrain problem flare hesitation toyota toyota ( es/avalon ) , giving toyota toyota real problem image . open-minded link discussion edmunds people upset `` powertrain warranty `` applied even short full warranty period . recent sludge problem toyota ? extended warranty cover -- least make look good medium ... regression mean occurring ."
3650,3651,"July 30, 2007 9:15AM","
m1miata ","could people love lovable car.just thought , lorenp.s . serious side , car need long warranty possible , anything mechanical need repaired . case car , often not.as hyundai , got good car . tested hyundai seemed good . trouble hyundai group great choice . good n't trump great ."
3651,3652,"July 30, 2007 10:07AM","
colloquor ","granted , camcords good track record usa , marketing consumer perception play enormous part determination quality . kia , perceived cheap , unreliable brand usa , well-accepted europe ."
3652,3653,"July 30, 2007 11:12AM","
captain2 ","buy kid high mileage camcord civic/corolla thought wise decision , thing kia ( many variety ) folk think crazy - perception , sure - 20 year history behind ."
3653,3654,"July 30, 2007 12:01PM","
noles200 ","guy1974 wrote satun forum : soften blow saturn upto $ 2250 rebates/incentives 07 help shift backlog . get $ 2,250 rebates/incentives ! talked dealership acted like nut . said thing 'd give $ 500 conquest incentive 'm trading another car . $ 500 crap . tell get $ 1750 'll buy today , otherwise 'll wait upgrade another honda maybe buy '08 chevrolet chevrolet . n't understand saturn n't deal . wonder 've sold 9 128 's past 3 week . 's right , 128 's thier lot 9th month . n't know stay business without turning inventory . longer something sits , worse , ?"
3654,3655,"July 30, 2007 12:08PM","
m1miata ","wonder buying high mileage foreign car considered wise decision ? seems like costly repair bill would lurking future . would think domestic would cost le repair le expensive insure . hand , buying used kia hyundai seems like wise move . yeah , would buy used japan make first . kia / hyundai need backed original owner warranty , thus bought new held ten year pay out.my dad knew traveling salesman bought high mileage honda , drove another 50k 100k dumped bought another . well could work . buy kid , chance breaking , higher insurance rate make little sense me.loren"
3655,3656,"July 30, 2007 12:20PM","
jd10013 ","agree . anything 150k mile crap shoot best . properly professionally maintained might go another 100k . , might . unless real cheap , n't really make lot sense ."
3656,3657,"July 30, 2007 12:35PM","
andres3 ","information nice dandy , get annoyed , suspicious , rightfully angry insurance agent ( agents/companies , definitely ) ask following question 'm asking get quote : 2.0l turbo audi audi sport premium version ? exact car , sport `` sport `` suspension , high performance summer tire vs. premium 's all-season performance tire . cost wise , virtually identical msrp 2006 ; ask ..... question ? understand need differentiate 3.2 audi v6 2.0t 4 cylinder audi , sport vs. premium ."
3657,3658,"July 30, 2007 12:48PM","
andres3 ",": lemon : disagree . think chrysler 's biggest problem produced nothing : lemon : 's long history . experience people know produced many non-lemons entire corporate history yugo produced car u period.either way , biggest problem everyone know chrysler terrible reliability , including powertrains , lead terrible resale value since n't last much past 50k miles.since warranty n't transfer , resale value ( key problem ) helped bit ! shame chrysler ! plus , n't exist 10 year anyway , warranty n't worth paper 's written ."
3658,3659,"July 30, 2007 12:58PM","
andres3 ","point camcord lover double standard thing like 's almost laughable . funny , n't think anyone became camcord lover first sight . think fell love ownership experience year . slow love affair . : blush : n't think anyone hated big 3 u first sight , ownership experience , ready kill hatred . : mad :"
3659,3660,"July 30, 2007 1:00PM","
lilengineerboy ","n't think anyone hated big 3 u first sight , ownership experience , ready kill hatred.only stopped making beloved contour"
3660,3661,"July 30, 2007 1:20PM","
andres3 ",'s crapshoot betting honda must like taking 1-11 betting chrysler must like taking 12 12 ...... would buy 150k honda still drive like ( supposed ) second ! risk expensive repair ..... nil .... risk cheap repair ..... ... much ...
3661,3662,"July 30, 2007 1:22PM","
poncho167 ","'m impressed warranty either . gimmick unless plan keep car along time . chrysler banking hyundai warranty counting buyer buy car keep year , sell void longterm warranty . thats people auto industry average still 5-years trade ."
3662,3663,"July 30, 2007 1:30PM","
colloquor ","reviewing friend owned chrysler product , reasonable luck , even though never adhered routine maintenance program , includes oil change . recently sold 1994 grand caravan 3.3l v6 4-speed automatic purchased new late 1994 . 170k mile , engine using quarter quart oil change ( 3k 3 month ) , original 4-speed automatic , still shifted fine . used mobil 1 synthetic , change atf every 24k . trip would deliver 26mpg full load family luggage . many purported economy car today n't much better.i really believe much poor reliability car relates extremely poor preventive/routine maintenance owner.as chrysler 's new lifetime power train warranty - believe may tactic new private equity firm owner ( cerebus ) improve sale short term ( 3 5 year ) bolster stock price , dump chrysler decent profit . , 's private equity firm generally !"
3663,3664,"July 30, 2007 1:36PM","
captain2 ","n't exist 10 year anyway , warranty n't worth paper 's written . much might agree quality comment , forbodding 'purchase ' cerebus might support , remember chrysler required loan last 'bail-out ' several year back car , minivan , suvs/trucks combined lower gas price allowed chrysler pay everything back interest - early . may little early declare , ford , gm dead . would generally devastating country would happen three , case.i 've always thought chrysler penchant thing - styling - product crappola otherwise . chrysler ( 300 ) driveway , chance , warranty notwithstanding - like would n't deal would anticipate aggravation ever owning - actually paying repair secondary !"
3664,3665,"July 30, 2007 1:43PM","
elroy5 ","'m wondering much chrysler going charge people mandatory drivetrain checkup every 5 year . would probably add cost extended warranty , least ."
3665,3666,"July 30, 2007 1:58PM","
thegraduate ","would buy 150k honda still drive like ( supposed ) second ! risk expensive repair ..... nil .... risk cheap repair ..... ... much ... guess `` expensive `` repair relative . '96 honda chrysler ( auto , i4 ) currently 174k . drive nicely , little floaty ( 'll need shock soon ) . last repair $ 564 new radiator - 172,000 mile . , new brake master-cylinder , $ 310 - 160,000 mile . , main cooling fan motor went somewhere around 140k-150k mile ( actual mileage escaping moment ) . $ 350 . car worth $ 4,000 le , 've spent $ 1,100+ including brakes/tires/gas/oil changes/body repair since 've car . sure , car cost hit 100,000 mile , life n't perfect north side 150k either . credit , entirely original exhaust system , alternator , fuel pump , transmission , thing often shot point car 's life . ( way , got car aug. 2002 , 121,000 mile = 5 year 53,000 mile ownership ) ."
3666,3667,"July 30, 2007 2:06PM","
andres3 ","cheap repair opinion . expensive repair cost $ 500 . new radiator borderline , happened 172k mile . domestic seemed almost every repair ended leading least 2 issue repaired ; ended always costing $ 400 ( many $ 1,000 ) way back late ninety . inflation 'd say figure $ 500 ."
3667,3668,"July 30, 2007 2:32PM","
jd10013 ","thats whole reason would n't buy car 150k mile . go ahead chance andres , part car last forever . asian car run problem free 100k mile quickly begin nickle dime death . sure , engine continue run fine , many mile original part , odds fix something far great me.now car cheap enough , thats different story.i 'll give example . 98 200sx 147k mile 9 year old everything original . sole exception front brake battery . leaf rear brake , altenator , starter , power motor window , moon roof , distributor , water pump , radiator , clutch , exhaust ........... could continue , get point ......... lot age mile . 'm expecting , much original equipment thing could easily turn repair nightmare ( mechanic dream depending pov : p ) . think way reliability asian car back bite [ non-permissible content removed ] . could easily turn fix something every 3 month . nothing major expensive , enough start add ."
3668,3669,"July 30, 2007 3:16PM","
elroy5 ","guess `` expensive `` repair relative . '96 honda chrysler ( auto , i4 ) currently 174k . drive nicely , little floaty ( 'll need shock soon ) . last repair $ 564 new radiator - 172,000 mile . , new brake master-cylinder , $ 310 - 160,000 mile . , main cooling fan motor went somewhere around 140k-150k mile ( actual mileage escaping moment ) . $ 350 . relative ! say . outrageous charge . dealership charge way much , imo . guess charge radiator bad , $ 310 mc , $ 350 fan motor . 's highway robbery ."
3669,3670,"July 30, 2007 4:41PM","
bhmr59 ","'' virtually `` identical price may key . price range considered . distunguishing price range another , line drawn ( i.e . 1 1,000 v 1001 2000 ) . 's much difference 995 1004 , line drawn 1,000 difference . checked iso rating symbol saw 2006 audi audi `` sport `` `` premium `` rating symbol -- 18. question trim probably standard question must answered computerized rating/quoting system nothing due manufacturer slap car marketing purpose . really think dodge caravan `` sport `` `` sporty ? `` insurance company working toward providing accurate quote possible n't unpleasant surprizes time purchase . improve accuracy need detailed information needed year ago . make `` annoyed , suspicious , rightfully angry ? `` get angry question ask , may lead discount ?"
3670,3671,"July 30, 2007 5:23PM","
poncho167 ","know got , paid , might well keep boaring ."
3671,3672,"July 30, 2007 5:26PM","
poncho167 ","according read , charge inspection . still would leary fine print maintenance expect perform . dodge , chrysler car n't anything ."
3672,3673,"July 30, 2007 5:29PM","
jd10013 ","agreed . thats kept bought nissan instead tradding . , 'd never buy like . least high mileage age reason mentioned . unless getting steal ."
3673,3674,"July 30, 2007 6:36PM","
thegraduate ",", believe , dealership cheap town ! labor $ 70/hrsheesh.at least stand behind work ( proven family ) .it 's time timing belt soon , 'll done local mechanic grandfather us ; quote dealer change belt ( timing belt included ) water pump $ 250 le mechanic dealership ."
3674,3675,"July 30, 2007 6:40PM","
thegraduate ","know got , paid , might well keep boaring . 's side issue . known entity . treated well whole life , worth u keeping `` fleet `` family vehicle cash would be.it family 's `` extra `` car . used , got rid , 'd get another , would cost cost keeping running ( $ 300 year + oil change + gas + cheap insurance ) . , vehicle 2006 honda ( drive regularly though ) , since 1996 fleet , 'm insured primary '96 , mom `` primary `` 2006. save u money roundabout way ."
3675,3676,"July 30, 2007 9:07PM","
m1miata ","try $ 85 hour california ! know mechanic basic work $ 45 hour . thing done dealership somewhere equipment task hand . dollar wise , think doctor charge dealership hour loren"
3676,3677,"July 31, 2007 3:47AM","
targettuning ","well , n't report 250k mile ( think excessive expect even day easy 100k car ) 2000 hyundai , early enough model apparently n't qualify `` greatly improved `` product hyundai build day ( built `` bad old day `` hyundai ) . , quality good enough traveled 161.5k mile alternator/battery replacement . sure ... tire , brake part etc replaced . drive car 100 mile day since chicago week driving . time since opportunity amazed well run .. drive . still like new n't fear taking 300 mile trip last week-end . , 's 7 year/161k mile old hyundai ."
3677,3678,"July 31, 2007 4:25AM","
pat ",plug new dealer rating & review feature . several making comment service experience would helpful share world .
3678,3679,"July 31, 2007 1:39PM","
andres3 ","insurance company use retarded thing like `` range `` using `` ratio `` exact accurate.a 19,001 dollar car cost much insure 18,999 dollar ( otherwise virtually identical ) . honest , fair ethical , n't insurance company stop using range like 12-15,000 mile , start using mathematical ratio figure difference 12,000 15,000 mile driven year significant , difference 11,950 12,050 miles/year le 1 % ?"
3679,3680,"July 31, 2007 3:27PM","
jd10013 ","'ve never insurance rate change number mile driven . insurance company deal , young ( 25 ) ?"
3680,3681,"July 31, 2007 4:58PM","
colloquor ","$ 70 $ 100 seems typical hourly service rate dealership , unless exotic . dealer charge $ 90 hour - , 'm illinois ."
3681,3682,"July 31, 2007 5:37PM","
zzzoom6 ","remember reading month back mazda least costly insure compared car class . part reason , would think , would relatively low cost repair bumper rest car compared car class according study done insurance company . perhaps another part may better handling car better chance avoiding accident . course using logic , sport car would low insurance rate , n't , maybe theory n't emphasized much , 'm sure else would explain difference ... maybe mazda look nice , car n't hit ? : shade :"
3682,3683,"July 31, 2007 5:50PM","
bhmr59 ","price range starting point physical damage insurance ; line drawn somewhere , like honda state boundary line , voting district boundary line . live side line 're different category w neighbor life side line.after price range starting point factor considered frequency claim damagability . 's everyday happen stance , 's unusual expensive car , whether couple buck expensive even thousand buck , lower rating symbol lower price car . regarding annual mileage concern : 'm familiar none company represent use criterion . , , company , line drawn somewhere . system individualized based large number . individualized somewhat serious accident , might never able afford car insurance without insurance might able register car drive ."
3683,3684,"July 31, 2007 5:57PM","
elroy5 ","perhaps another part may better handling car better chance avoiding accident . handling difference great . statement likely . maybe mazda look nice , car n't hit ? 's cost repair . cost le buy , cost le repair , therefore cost le insure . make sense huh ?"
3684,3685,"July 31, 2007 6:37PM","
bhmr59 ","elroy , 're right track , car le expensive buy necessarily le espensive repair accident ."
3685,3686,"July 31, 2007 6:51PM","
elroy5 ","average , 'd say 's true . crash buick , mercedes wall 20mph , mercedes likely cost repair , even little le damage . `` crumple zone `` meant protect passenger , n't bode well crumpled car , repair cost added ."
3686,3687,"July 31, 2007 7:27PM","
zzzoom6 ","'s cost repair . cost le buy , cost le repair , therefore cost le insure . make sense huh ? thing simple kind logic ... actually , bhmr59 mentioned , big correlation cost car v cost repair car . iihs study tested midsize car , hyundai full frontal fender bender cost 4 time repair mazda ! nissan cost nearly 3 time rear fender bender comparison mazda ( probably nissan huge faux crystal back call taillight ) . honda cost 3.5 time repair front frender bender mazda . course deductables make cost significant owner , would help understand mazda found least expensive insure midsize class . handling difference great . tell girl passenger seat bmw made sudden left hand turn lane couple week ago ... going test result many car mag , driving honda nissan , would able stop time girl would reason unhappy . oh , latest poll clearly found given choice , people prefer hit good looking car , especially mazda : p"
3687,3688,"July 31, 2007 8:31PM","
luvmbooty ","... a/t average fuel economy descent power . understand new nissan fit requirement . consumer report say 2.5 nissan go 0-60 8.0 second better pump 4 cyl toyota toyota honda . 07 nissan 2.5 better fuel economy power ! nissan se-r 2.5l engine , government new rating , better pump nissan ! consumer report nothing 0-60 time se-r. seems spec popular get press.comments advice appreciated ."
3688,3689,"July 31, 2007 8:36PM","
thegraduate ","well , honda owner n't driven 2007 nissan ( keep mind say grain salt ) let say happy economy honda give . 've gotten 35 mpg every single highway-only trip 've taken ( drive 70-80 mph typically ) . mixed chevrolet chevrolet driving , 28-30 mpg typical me.it plenty quick , although believe testing show nissan faster.go drive form opinion . honda well invoice point , in-turn , may give bang buck.the best advice give drive many vehicle making decision ."
3689,3690,"July 31, 2007 9:08PM","
zzzoom6 ","based thing 've said far , something fun frugal automatic . sound like n't mind slightly smaller car long 4 door ( 'd consider nissan ) . question would ask making recommendation would include ... 1 - would like able haul somewhat larger item without borrow pickup suv ? word , would hatchback wagon desireable long looked ok ? 2 - much like drive ? like twisty road enough power get past slowpoke ? car way get b ? 3 - long think 'll keep car ? length standard warranty factor ? 4 - could save money car purchase , would gas mileage important ( think saving buying car gas allowance ... ) ? n't think much , nissan would good choice long get used funky transmission . honda always good , although bit common , choice . course mazda ( yes 'm biased ... 's ) fun drive twisties option hatchback look like store/ haul big thing . 4 banger automatic bit slow though ... get market 6k+ msrp . hyundai would another choice could described `` practical `` `` value oriented . `` though , grad right ... drive many car , n't make decision quickly . never let saleperson know really really like car ! ! ! always say 's nice , car ( insert ) . n't drive car n't afford n't really ( like 2 coupe ) ... may make decision would regret later . 'll find many opinion , 's , 've right place !"
3690,3691,"August 1, 2007 5:10AM","
baggs32 ","elroy , 're right track , car le expensive buy necessarily le espensive repair accident.my mazda roughly $ 20 le insure year '96 honda . go figure ! 6 cost $ 4000 buy . allstate . 've since switched state farm charging $ 40 year insure 2006 ford gt mazda replaced . ford cost $ 9000 6 buy ( rebate 6 factored difference honda ) .the 6 leased though 'm sure anything . know n't change coverage level replaced ford though ."
3691,3692,"August 1, 2007 5:13AM","
kdshapiro ","none car `` average `` fuel economy , would n't make final decision 1 mpg anyway . considered toyota toyota hybrid ? people rave , 'll performance gas mileage.the honda good get . 2008 around corner , n't expect deal . could probably make like bandit 2007 though . nissan roomy honda . long keep car ? car may seem fine year , may hate long haul.need decide much room need general use car for.good luck ."
3692,3693,"August 1, 2007 5:15AM","
kdshapiro ","insurance funny . replaced jeep bmw insurance went significantly . know insurance know , sure n't , ask ."
3693,3694,"August 1, 2007 5:20AM","
baggs32 ","know insurance know , sure n't , ask . 's kind getting . thought going get nailed insurance bought ford pleasantly surprised question either ."
3694,3695,"August 1, 2007 5:26AM","
lilengineerboy ","nissan se-r 2.5l engine , government new rating , better pump nissan ! consumer report nothing 0-60 time se-r. seems spec popular get press.the se-r regular nissan body kit engine nissan . specv sport 6 speed manual competes honda si.it better pump smaller marginally lighter ."
3695,3696,"August 1, 2007 5:28AM","
captain2 ","going test result many car mag , driving honda nissan , would able stop timeprobably difficult thing know sure simply doubt seriously know much distance exactly took stop even whether distance best particular car could . maybe need reference , 60-0 test 've read show mazda6/fusion smidge 130 foot ( longest stopping distance group ) , car mention test several foot le . case , would suggest difference , better worse , within let 's say 10 foot insignificant given influence driver reaction time , road tire type condition etc . kinda like high speed accelerating swerve pulled awhile back - sold benefit 'excessive ' power convinced may today car happened esc equipped - way know could n't done thing sans extra hp stability control interference ."
3696,3697,"August 1, 2007 5:33AM","
benderofbows ","'' know insurance know , sure n't , ask . `` got 1991 mazda 626 , insurance company ran vin number came back two-door ... wanted charge considerably higher rate showing system coupe.there minor difference 4-door 2-door ... engine choice , transmission , etc . even used frame . considerably larger , costlier , faster , safer . single biggest difference two body style . mazda decided call 4-door 626 2-door mx-6.we actually drive car local insurance office could see person verify , fact , coupe ."
3697,3698,"August 1, 2007 5:49AM","
benderofbows ","'' ... would like able haul somewhat larger item without borrow pickup suv ? word , would hatchback wagon desireable long looked ok ? `` far 6 month 've owned honda , 've filled capacity several time , anything luggage passenger , bicycle gear , 10-foot peices moulding ( inside car ! ) , old rotting lumber . 've never missed previous suv.however , think onto something larger ( midsize ) hatchback like mazda . well , n't many others ? n't know n't popular choice today . standing looking , lot wasted space design cargo area , specifically difference hatchback . value fixed rear `` parcel shelf `` basically hold rear speaker ? think traditional styling , perhaps security able lock item closed trunk.while 've happy far volume variety cargo capacity , incorporating back glass larger , roof-hinged trunk eliminating `` parcel shelf `` would allow room much easier access . 'm sold hatchback idea executed well like mazda ."
3698,3699,"August 1, 2007 6:15AM","
kdshapiro ","point valid . mag proclaim x car stop 115 foot car stop 130 foot , sample size 1. actual stopping distance may vary due terrain , car load , condition brake , road condition , tire condition , etc . would n't bet life 15 feet.it useful know general mag think x car stop shorter car , 's end . would n't make purchase decision 15 foot ."
3699,3700,"August 1, 2007 6:26AM","
benderofbows ","simply upgrading brake pad make huge difference . last ride 4,400-lb suv appetite pad especially rotor . third replacement , warranty time , upgraded set ceramic pad . breaking bit , pointed truck hill stood suddenly brake pedal . difference braking power previous set stock pad astounding . n't number , seat-of-the-pants feel . showed wife , amazed well . heavy truck become best-braking vehicle 've owned . 's time pad car , 'm going look upgrade time well.sure , cost bit probably n't last quite long , concerned stopping power , way go . ceramic pad n't produce nearly much brake dust , mechanic said actually better rotor ."
3700,3701,"August 1, 2007 6:31AM","
jeffyscott ","none car `` average `` fuel economy , would n't make final decision 1 mpg anyway.i agree.for car 4 cylinder version , 1 mpg save $ 400 100,000 mile . would mean $ 40-80 year people , based 10,000-20,000 mile year . think cr test almost every 4 cyl within maybe 2 mpg every . case talking difference $ 80-160 . enough difference significant impact car choice . anyway , difference purchase price enough make mpg deficiency , case . believe would pay $ 3000-4000 buy nissan honda , rather mazda . fuel cost $ 800 first 100,000 mile , still way ahead . always , calculus different frequent trader ."
3701,3702,"August 1, 2007 6:33AM","
captain2 ","imo lot evaluation braking performance somewhat subjective anyway - meaning 'hard ' 'linear ' brake pedal feel . toyota decidedly mushier feel nissan , example , stop distance ."
3702,3703,"August 1, 2007 9:34AM","
zzzoom6 ","mazda seems advantage breaking comparison test done edmonds ( prefer use comparison test since result gathered track day control weather difference ) . honda took 133.4 foot stop , nissan ( previous gen ) took 137.3 foot mazda took 123.5 foot stop 60 0. remember correctly , comparo 's similar # 's mazda quite well compared 's peer braking distance ."
3703,3704,"August 1, 2007 9:39AM","
jeffyscott ",mazda seems advantage breaking ... 's odd thing call advantage .
3704,3705,"August 1, 2007 10:04AM","
andres3 ","large dividing line ? n't simple mathematical ratio used ? multiply factor ( say .001 whatever ) amount mile driven criterion like cost vehicle ( .001 x 20,000 `` cost . `` could everything ... way 19,999 dollar n't differentiate 20,001 dollar ."
3705,3706,"August 1, 2007 11:00AM","
captain2 ","may true , although mt listed ford 6 131 foot . kdshapiro noted ' sample size 1 ' probably make allowance driver driver difference well . guarantee could get car stop shorter distance 20 year old , simply would imagine reaction time aged much . nobody said 6 'bad ' ( especially good ) brake , stretch assume car avoid accident different car would n't , really talking lousy 10 foot 'tested ' braking distance - btw translates 1/8 second reaction time 60 mph .. good set brake probably # 1 list real ( useful ) active safety feature , still part make dynamically 'safer ' car , part power handling . trick , course , able avoid accident n't 538 airbags giving chemical burn ...."
3706,3707,"August 1, 2007 12:20PM","
baggs32 ",although mt listed ford 6 131 foot . .do link captain ? checked mt 's site found test 2004 v6 mazda 60-0 127 feet.my experience former 6 agrees zzzoom saying . stopped hard fast save butt couple time . idiot deer highway . panic stop brake pedal went far could push ab n't even kick either time . time experienced ab car snow braking going hill hitting pothole bump road anyone know go .
3707,3708,"August 1, 2007 1:22PM","
captain2 ","miss point - 4 foot , indeed case , inconsequential - camcordima driver properly say brake 'saved butt ' quite correctly , brake ! would suggest n't get ab kick regard 'panic ' stop either ab n't working right n't really 'panic ' stop ! 6 higher level wheellock tolerance ab setting , would likely serve reduce braking distance simply ( somewhat ) unrelated brake system effectiveness ."
3708,3709,"August 1, 2007 5:49PM","
baggs32 ","would suggest n't get ab kick regard 'panic ' stop either ab n't working right n't really 'panic ' stop ! > oh panic stop right . credit lack ab activity combination hot asphalt summer tire . ab worked fine told previous post ( came snow quite often ) . would wager summer tire ( technically all-season oems joke ) increased stopping distance winter . however , stick used engine braking lot months.i know sure ab car pulled front might deer . dark cold family car lot thing went mind ab could slipped mind . n't recall coming though.believe 'd wager mazda owner participate back great brake car ."
